Area Codes,All Ages
E01004790,"1,390"
E01004805,"1,589"
E01004806,"1,524"
E01004810,"1,625"
E01004769,"1,462"
E01004770,"1,451"
E01004771,"1,705"
E01004773,"2,294"
E01004809,"1,780"
E01004777,"1,600"
E01004881,"1,509"
E01004888,"1,318"
E01004889,"1,487"
E01004890,"1,380"
E01004766,"1,600"
E01004767,"1,768"
E01004772,"1,776"
E01004774,"1,722"
E01004824,"1,710"
E01004784,"1,245"
E01004785,"1,506"
E01004786,"1,413"
E01004789,"1,425"
E01004791,"1,190"
E01004792,"1,446"
E01004779,"1,569"
E01004781,"1,977"
E01004882,"1,372"
E01004883,"1,498"
E01004884,"1,429"
E01004864,"1,561"
E01004867,"1,512"
E01004921,"1,547"
E01004924,"1,472"
E01004925,"1,544"
E01004778,"1,183"
E01004780,"2,152"
E01004782,"1,133"
E01004783,"1,458"
E01004802,"1,855"
E01004926,"1,309"
E01004927,"2,150"
E01004929,"1,942"
E01004820,"1,571"
E01004825,"1,662"
E01004826,"1,644"
E01004865,"1,414"
E01004866,"1,718"
E01004840,"1,726"
E01004841,"1,744"
E01004842,"1,663"
E01004919,"1,472"
E01004920,"1,611"
E01004787,"1,632"
E01004793,"1,780"
E01004794,"1,925"
E01004795,"1,543"
E01004797,"1,473"
E01004775,"1,732"
E01004885,"1,470"
E01004886,"1,349"
E01004887,"1,362"
E01004868,"1,762"
E01004869,"1,789"
E01004870,"1,838"
E01004871,"1,614"
E01004922,"2,013"
E01004822,"1,676"
E01004823,"1,876"
E01004848,"1,638"
E01033217,"1,124"
E01033220,"1,364"
E01004818,"1,624"
E01004819,"1,371"
E01004928,"1,419"
E01004930,"1,560"
E01004931,"1,639"
E01004932,"1,551"
E01004834,"1,698"
E01004838,"1,763"
E01004843,"1,502"
E01004845,"1,730"
E01004923,"1,611"
E01004796,"1,578"
E01004798,"1,644"
E01004799,"1,308"
E01004800,"1,215"
E01004801,"1,637"
E01004917,"2,202"
E01004835,"1,530"
E01004836,"1,545"
E01004837,"1,581"
E01004844,"1,586"
E01004897,"1,067"
E01004827,"1,728"
E01004849,"1,610"
E01004850,"1,756"
E01004851,"1,586"
E01004853,"1,627"
E01004811,"1,580"
E01004812,"2,021"
E01004813,"1,455"
E01004815,"1,631"
E01004817,"1,632"
E01004828,"1,887"
E01004829,"1,384"
E01004832,"1,581"
E01004854,"1,555"
E01004878,"1,520"
E01004911,"1,612"
E01004912,"1,388"
E01004913,"2,007"
E01004914,"1,166"
E01004915,"1,278"
E01004916,"1,426"
E01004918,"1,240"
E01004846,"1,350"
E01004847,"2,132"
E01004852,"1,614"
E01004877,"1,817"
E01004879,"1,471"
E01004830,"1,563"
E01004831,"1,740"
E01004833,"1,548"
E01004839,"2,185"
E01004814,"1,529"
E01004855,"1,475"
E01004856,"1,439"
E01004857,"1,596"
E01004891,"1,562"
E01004893,"1,495"
E01004894,"1,891"
E01004901,"1,801"
E01033218,"1,678"
E01033219,"1,503"
E01004816,"1,584"
E01004872,"1,626"
E01004873,"1,778"
E01004875,"1,600"
E01004880,"1,363"
E01004892,"1,546"
E01004896,"1,359"
E01004899,"1,611"
E01004900,"1,642"
E01004776,"1,792"
E01004895,"1,338"
E01004936,"2,030"
E01004938,"1,458"
E01004939,"1,552"
E01004858,"1,640"
E01004859,"1,480"
E01004860,"1,492"
E01004902,"1,771"
E01004906,"1,906"
E01004861,"1,667"
E01004862,"1,434"
E01004863,"1,577"
E01004874,"1,781"
E01004876,"1,816"
E01004903,"1,487"
E01004904,"1,698"
E01004905,"1,561"
E01004907,"1,295"
E01004908,"1,335"
E01004909,"1,442"
E01004910,"2,156"
E01004933,"1,312"
E01004934,"1,503"
E01004935,"1,821"
E01004937,"1,480"
E01004940,"1,438"
E08000002,"187,884"
E01005014,"1,475"
E01005015,"1,585"
E01005016,"1,531"
E01005017,"1,681"
E01005018,"1,590"
E01005021,"1,176"
E01005019,"1,537"
E01005023,"1,293"
E01005046,"1,421"
E01005048,"1,658"
E01005020,"1,397"
E01005022,"1,565"
E01005047,"1,440"
E01005049,"1,676"
E01005051,"1,568"
E01004976,"1,468"
E01004977,"1,654"
E01004978,"1,733"
E01004981,"1,477"
E01004982,"1,424"
E01004961,"1,492"
E01004965,"1,219"
E01004966,"1,752"
E01004967,"1,250"
E01004963,"1,534"
E01004968,"1,565"
E01005050,"2,071"
E01005052,"1,424"
E01005053,"1,527"
E01004954,"1,409"
E01004955,"1,365"
E01004956,"1,689"
E01004957,"1,808"
E01004960,"1,511"
E01004958,"1,440"
E01004959,"1,701"
E01004979,"1,658"
E01004980,"1,306"
E01005024,"1,787"
E01005026,"1,958"
E01004947,"1,487"
E01004948,"1,923"
E01004962,"2,001"
E01004964,"1,904"
E01004949,"1,430"
E01004950,"1,438"
E01004951,"1,532"
E01004952,"1,402"
E01004953,"1,518"
E01005025,"1,509"
E01005027,"1,766"
E01005028,"2,069"
E01005029,"1,922"
E01005000,"1,566"
E01005001,"1,304"
E01005005,"1,402"
E01005006,"1,500"
E01005030,"1,580"
E01005054,"1,495"
E01005059,"1,746"
E01005060,"1,681"
E01004997,"1,523"
E01004998,"1,498"
E01004999,"1,469"
E01005002,"1,579"
E01005003,"1,535"
E01004991,"1,458"
E01004992,"1,494"
E01004993,"1,421"
E01004994,"1,306"
E01004990,"1,505"
E01004996,"1,470"
E01005004,"1,470"
E01005008,"2,138"
E01005009,"1,664"
E01004945,"1,514"
E01005055,"1,483"
E01005056,"1,294"
E01005057,"1,545"
E01005058,"1,322"
E01004995,"1,534"
E01005010,"1,613"
E01005012,"1,785"
E01005013,"2,656"
E01004984,"1,345"
E01004985,"1,414"
E01004989,"1,434"
E01005007,"1,453"
E01005011,"1,352"
E01004983,"1,313"
E01004986,"1,662"
E01004987,"1,243"
E01004988,"1,418"
E01004941,"1,835"
E01004942,"1,559"
E01004943,"1,702"
E01004944,"1,574"
E01004946,"1,636"
E01004969,"1,548"
E01004970,"1,516"
E01004971,"1,502"
E01005034,"1,490"
E01004972,"1,500"
E01004973,"1,512"
E01004975,"1,577"
E01005039,"1,520"
E01005045,"1,611"
E01004974,"1,392"
E01005033,"1,577"
E01005036,"1,880"
E01005037,"1,361"
E01005031,"1,455"
E01005032,"1,226"
E01005035,"1,385"
E01005038,"1,372"
E01005040,"1,845"
E01005041,"1,676"
E01005042,"1,865"
E01005043,"1,928"
E01005044,"1,940"
E08000003,"530,292"
E01005098,"1,587"
E01005099,"1,951"
E01005100,"1,569"
E01005102,"1,390"
E01005103,"1,730"
E01005101,"1,812"
E01005135,"1,722"
E01005136,"1,428"
E01005138,"1,873"
E01005140,"3,298"
E01005139,"1,693"
E01005141,"1,830"
E01005251,"1,629"
E01005252,"1,810"
E01033685,"1,551"
E01033687,"1,579"
E01005104,"1,910"
E01005160,"1,808"
E01005161,"1,566"
E01005162,"1,730"
E01005163,"1,641"
E01005247,"1,463"
E01005248,"1,347"
E01005249,"2,027"
E01005250,"1,866"
E01005253,"1,629"
E01005254,"1,584"
E01005164,"1,950"
E01005205,"2,171"
E01005206,"1,848"
E01005207,"2,060"
E01005223,"1,450"
E01005224,"2,078"
E01005225,"1,997"
E01005226,"1,868"
E01005229,"1,524"
E01005145,"2,952"
E01005146,"2,608"
E01005149,"1,821"
E01005165,"2,234"
E01005166,"1,873"
E01005167,"2,234"
E01005202,"1,934"
E01005203,"2,052"
E01005227,"1,893"
E01005228,"1,966"
E01033678,"1,796"
E01033679,"1,419"
E01005256,"2,341"
E01005257,"1,785"
E01005258,"1,704"
E01005259,"1,726"
E01005260,"1,456"
E01005093,"1,678"
E01005094,"1,517"
E01005097,"1,758"
E01005255,"1,668"
E01005261,"1,711"
E01005129,"1,603"
E01005132,"1,649"
E01005133,"1,568"
E01033663,"1,712"
E01033684,"1,741"
E01033688,"1,589"
E01005092,"1,763"
E01005105,"2,662"
E01005106,"2,188"
E01005107,"1,852"
E01033668,"1,386"
E01033669,"1,451"
E01005108,"2,730"
E01005189,"1,735"
E01005190,"2,203"
E01033666,"2,768"
E01005061,"1,589"
E01005062,"3,090"
E01005063,"1,901"
E01005065,"2,222"
E01005066,"1,086"
E01005208,"2,981"
E01005209,"3,112"
E01005210,"3,525"
E01005214,"2,516"
E01005067,"1,355"
E01005186,"2,480"
E01005232,"1,885"
E01005235,"1,836"
E01005239,"1,795"
E01005187,"2,191"
E01005188,"1,807"
E01005191,"1,751"
E01005192,"1,671"
E01005193,"1,886"
E01005230,"2,150"
E01005231,"2,727"
E01005236,"2,100"
E01005237,"1,961"
E01033652,"1,684"
E01033657,"1,804"
E01005195,"2,102"
E01005196,"2,905"
E01005197,"1,577"
E01005198,"1,877"
E01005201,"2,166"
E01005240,"3,053"
E01005243,"2,572"
E01005245,"2,424"
E01005246,"2,342"
E01005241,"2,780"
E01005242,"2,787"
E01005244,"3,334"
E01005285,"1,248"
E01005288,"1,703"
E01005280,"2,035"
E01005281,"2,045"
E01005284,"3,833"
E01005286,"2,247"
E01005287,"2,209"
E01005194,"2,751"
E01005199,"2,342"
E01005200,"2,036"
E01005233,"2,456"
E01005234,"2,151"
E01005238,"2,128"
E01005297,"2,535"
E01005298,"1,866"
E01005302,"1,960"
E01033680,"1,340"
E01033686,"1,274"
E01005150,"1,865"
E01005151,"1,437"
E01005152,"1,419"
E01005159,"1,578"
E01005296,"1,753"
E01005299,"1,493"
E01005178,"2,104"
E01005179,"2,276"
E01005180,"1,899"
E01005181,"2,054"
E01005182,"1,748"
E01005183,"1,821"
E01005219,"2,238"
E01005220,"1,963"
E01005221,"2,321"
E01005222,"2,128"
E01005184,"2,428"
E01005185,"4,080"
E01005271,"2,348"
E01005282,"1,962"
E01005283,"1,817"
E01005154,"1,574"
E01005156,"1,520"
E01005158,"1,519"
E01005300,"1,382"
E01005301,"1,498"
E01005118,"1,542"
E01005120,"1,889"
E01005215,"2,104"
E01005216,"1,489"
E01005217,"1,989"
E01005218,"1,765"
E01005270,"1,767"
E01005272,"1,832"
E01005273,"1,608"
E01005278,"1,988"
E01005279,"2,068"
E01005305,"1,833"
E01005309,"2,505"
E01005310,"1,864"
E01005311,"1,911"
E01005312,"1,942"
E01005082,"1,494"
E01005153,"1,647"
E01005155,"1,388"
E01005157,"1,601"
E01005274,"1,825"
E01005275,"1,594"
E01005276,"1,680"
E01005277,"1,766"
E01005076,"1,382"
E01005081,"1,674"
E01005083,"1,750"
E01033670,"1,405"
E01033671,"1,812"
E01005125,"1,626"
E01005304,"1,844"
E01005306,"1,552"
E01005307,"2,009"
E01005308,"1,693"
E01005119,"1,590"
E01005121,"1,631"
E01005122,"1,712"
E01005123,"1,698"
E01005124,"1,785"
E01005077,"1,623"
E01005078,"1,436"
E01005079,"1,608"
E01005084,"2,054"
E01005172,"1,573"
E01005173,"1,553"
E01005174,"1,523"
E01005175,"1,614"
E01005176,"1,844"
E01005177,"1,407"
E01005115,"1,862"
E01005262,"1,885"
E01005264,"1,556"
E01005265,"1,669"
E01005266,"2,000"
E01005126,"1,986"
E01005168,"1,409"
E01005169,"1,240"
E01005170,"1,527"
E01005171,"1,769"
E01005263,"1,644"
E01005267,"1,531"
E01005268,"2,118"
E01005269,"1,540"
E01005069,"1,463"
E01005111,"1,414"
E01005113,"1,549"
E01005114,"1,815"
E01005116,"2,000"
E01005071,"1,548"
E01005072,"1,753"
E01005073,"1,521"
E01005112,"1,598"
E01005117,"2,189"
E01005085,"1,608"
E01005086,"1,778"
E01005089,"1,956"
E01005289,"1,547"
E01005295,"2,640"
E01005087,"2,093"
E01005088,"1,732"
E01005090,"1,613"
E01005091,"2,212"
E01005291,"1,412"
E01005068,"1,489"
E01005070,"1,634"
E01005074,"1,576"
E01005075,"1,524"
E01005319,"2,170"
E01005290,"1,539"
E01005292,"1,475"
E01005293,"1,179"
E01005294,"1,521"
E01005317,"1,826"
E01005313,"1,461"
E01005314,"1,553"
E01005315,"1,585"
E01005316,"1,638"
E01005318,"1,918"
E01005130,"1,332"
E01033651,"1,607"
E01033658,"1,353"
E01033664,"1,381"
E01033667,"1,175"
E01005128,"2,454"
E01033653,"1,867"
E01033654,"3,508"
E01033659,"1,736"
E01033661,"1,783"
E01005143,"2,539"
E01033655,"1,613"
E01033665,"1,341"
E01033676,"1,662"
E01005212,"2,377"
E01033656,"3,065"
E01033662,"2,017"
E01005142,"2,013"
E01005147,"2,665"
E01033674,"2,318"
E01033675,"2,243"
E01005213,"2,242"
E01033660,"1,402"
E01033672,"1,192"
E01033673,"1,285"
E01033677,"1,462"
E01033681,"1,764"
E01033682,"1,416"
E01033683,"1,623"
E08000004,"230,823"
E01005357,"1,369"
E01005358,"1,568"
E01005359,"1,647"
E01005360,"1,398"
E01005441,"1,553"
E01005442,"1,382"
E01005444,"1,408"
E01005445,"1,506"
E01005361,"1,669"
E01005443,"1,362"
E01005446,"1,363"
E01005447,"1,670"
E01005390,"1,404"
E01005394,"1,521"
E01005395,"1,418"
E01005396,"1,486"
E01005355,"1,478"
E01005356,"1,274"
E01005399,"1,564"
E01005403,"1,704"
E01005410,"1,555"
E01005411,"1,550"
E01005414,"1,303"
E01005415,"1,079"
E01005452,"1,330"
E01005453,"1,279"
E01032558,"1,553"
E01032559,"2,813"
E01005391,"1,554"
E01005392,"1,455"
E01005393,"1,230"
E01005401,"1,580"
E01005397,"1,404"
E01005398,"1,617"
E01005400,"1,533"
E01005402,"1,460"
E01005335,"1,286"
E01005337,"2,124"
E01005339,"1,455"
E01005340,"1,451"
E01005421,"1,803"
E01005422,"1,559"
E01032920,"2,187"
E01005448,"1,538"
E01005449,"1,275"
E01005454,"1,426"
E01005455,"1,591"
E01005456,"1,576"
E01005407,"1,725"
E01005412,"1,801"
E01005416,"1,430"
E01005417,"1,457"
E01005348,"1,727"
E01005350,"2,103"
E01005432,"1,523"
E01005433,"1,823"
E01005329,"1,459"
E01005330,"1,540"
E01005333,"1,254"
E01005336,"1,612"
E01005349,"2,444"
E01005351,"2,088"
E01005352,"1,384"
E01005353,"1,608"
E01005354,"1,749"
E01005327,"2,035"
E01005328,"1,600"
E01005331,"1,734"
E01005334,"1,500"
E01005338,"1,815"
E01005387,"1,397"
E01005388,"1,363"
E01005389,"1,703"
E01005418,"1,451"
E01005428,"1,880"
E01005431,"1,717"
E01005450,"1,942"
E01005451,"1,403"
E01005408,"1,938"
E01005409,"1,680"
E01032922,"2,481"
E01005406,"1,398"
E01005413,"1,648"
E01005419,"1,524"
E01005420,"1,694"
E01005321,"1,747"
E01005326,"2,971"
E01005427,"2,050"
E01005429,"1,790"
E01005430,"2,672"
E01005320,"2,214"
E01005434,"1,870"
E01005437,"2,116"
E01005459,"1,536"
E01005383,"2,047"
E01005386,"1,414"
E01032556,"1,552"
E01032557,"1,702"
E01005342,"1,395"
E01005343,"1,311"
E01005344,"1,710"
E01005381,"1,610"
E01005332,"2,621"
E01005341,"1,332"
E01005345,"1,577"
E01005346,"1,415"
E01005347,"1,302"
E01005322,"1,323"
E01005323,"1,420"
E01005324,"1,652"
E01005325,"1,386"
E01005438,"2,768"
E01005377,"1,464"
E01005379,"1,309"
E01005380,"1,474"
E01005382,"1,462"
E01005439,"1,478"
E01005362,"1,461"
E01005364,"1,665"
E01005368,"1,570"
E01005376,"1,361"
E01005378,"1,609"
E01005363,"1,535"
E01005369,"1,576"
E01005370,"1,457"
E01005371,"1,336"
E01005365,"1,472"
E01005366,"1,451"
E01005367,"1,443"
E01005440,"1,311"
E01005372,"1,198"
E01005373,"1,170"
E01005374,"1,385"
E01005375,"1,477"
E01005435,"2,008"
E01005436,"1,749"
E01005460,"2,565"
E01005461,"2,321"
E01005462,"1,875"
E01005463,"1,419"
E01032921,"2,779"
E08000005,"214,195"
E01005518,"1,420"
E01005520,"1,772"
E01005522,"1,392"
E01005523,"1,917"
E01005519,"1,576"
E01005594,"1,391"
E01005597,"1,722"
E01005598,"1,574"
E01005516,"1,378"
E01005517,"1,488"
E01005521,"1,433"
E01005596,"1,922"
E01005578,"1,434"
E01005579,"1,705"
E01005586,"1,561"
E01005593,"1,747"
E01005595,"1,408"
E01005489,"1,147"
E01005490,"1,538"
E01005491,"1,486"
E01005493,"1,645"
E01005494,"1,669"
E01005495,"1,612"
E01005488,"1,524"
E01005492,"1,574"
E01005499,"1,479"
E01005571,"1,547"
E01005570,"1,264"
E01005572,"1,547"
E01005573,"1,448"
E01005574,"1,662"
E01005587,"1,365"
E01005588,"1,396"
E01005580,"1,623"
E01005581,"1,705"
E01005583,"1,716"
E01005585,"1,411"
E01033258,"2,996"
E01005496,"1,386"
E01005589,"1,588"
E01005590,"1,784"
E01005591,"1,398"
E01005592,"1,644"
E01005472,"1,622"
E01005473,"1,549"
E01005482,"1,880"
E01005483,"1,824"
E01005484,"2,089"
E01005486,"1,585"
E01005487,"1,758"
E01005474,"1,283"
E01005575,"1,630"
E01005576,"1,521"
E01005577,"1,475"
E01005469,"1,795"
E01005563,"1,870"
E01005565,"1,589"
E01005566,"2,275"
E01005568,"1,765"
E01005569,"1,722"
E01005556,"1,503"
E01005559,"1,578"
E01005560,"1,533"
E01005567,"1,587"
E01005555,"1,344"
E01005557,"1,181"
E01005558,"1,607"
E01005561,"1,324"
E01005562,"1,559"
E01005470,"1,964"
E01005471,"1,690"
E01005475,"1,681"
E01005485,"2,051"
E01005564,"2,096"
E01005464,"1,824"
E01005465,"1,644"
E01005466,"2,346"
E01005467,"1,726"
E01005468,"1,490"
E01005476,"1,713"
E01005477,"1,626"
E01005478,"1,560"
E01005479,"1,829"
E01005480,"1,627"
E01005481,"1,715"
E01005497,"1,613"
E01005501,"1,615"
E01005502,"1,521"
E01005504,"1,517"
E01005505,"2,023"
E01005509,"1,725"
E01005510,"1,100"
E01005511,"1,212"
E01005512,"1,473"
E01005513,"1,391"
E01005514,"1,620"
E01005515,"1,789"
E01005498,"1,490"
E01005500,"1,544"
E01005503,"1,280"
E01005506,"1,599"
E01005507,"1,981"
E01005508,"1,915"
E01005524,"1,563"
E01005525,"1,684"
E01005526,"1,571"
E01005528,"1,495"
E01005536,"1,617"
E01005543,"1,285"
E01005527,"1,552"
E01005529,"1,634"
E01005551,"1,834"
E01005552,"2,080"
E01005553,"1,922"
E01005554,"1,407"
E01005534,"1,499"
E01005535,"1,577"
E01005537,"1,344"
E01005538,"1,556"
E01005540,"1,315"
E01005541,"1,602"
E01005542,"1,324"
E01005533,"1,691"
E01005539,"1,377"
E01005546,"1,224"
E01005547,"1,700"
E01005548,"1,293"
E01005530,"1,376"
E01005531,"1,207"
E01005532,"1,397"
E01005544,"1,467"
E01005545,"1,201"
E01005549,"1,571"
E01005550,"1,398"
E08000006,"245,614"
E01005659,"1,553"
E01005660,"1,852"
E01005663,"1,362"
E01005664,"1,560"
E01005665,"1,728"
E01005703,"1,634"
E01005704,"1,414"
E01005706,"1,491"
E01005708,"1,534"
E01005702,"2,167"
E01005705,"2,206"
E01005707,"1,776"
E01005661,"1,989"
E01005662,"1,574"
E01005709,"1,468"
E01005710,"1,489"
E01005670,"1,750"
E01005672,"1,354"
E01005676,"1,252"
E01005677,"1,562"
E01005686,"1,515"
E01005688,"1,649"
E01005691,"1,472"
E01005692,"1,340"
E01005711,"1,399"
E01005712,"1,631"
E01005713,"1,375"
E01005714,"1,462"
E01005715,"1,621"
E01005718,"1,652"
E01005673,"1,533"
E01005675,"2,600"
E01005678,"1,589"
E01005679,"1,616"
E01005687,"1,768"
E01005689,"1,543"
E01005690,"1,569"
E01005693,"1,428"
E01005646,"1,488"
E01005649,"1,729"
E01005650,"1,643"
E01005651,"2,011"
E01005647,"1,661"
E01005648,"2,119"
E01005652,"1,532"
E01005653,"1,604"
E01005671,"1,499"
E01005674,"1,581"
E01005694,"1,694"
E01005696,"1,588"
E01005698,"1,735"
E01005700,"1,573"
E01005716,"1,756"
E01005717,"1,590"
E01005734,"1,360"
E01005735,"1,394"
E01005736,"1,385"
E01005737,"1,512"
E01005739,"1,491"
E01005695,"1,567"
E01005697,"1,483"
E01005738,"1,891"
E01005740,"1,610"
E01005741,"1,628"
E01005742,"1,607"
E01005625,"1,337"
E01005627,"1,130"
E01005699,"1,672"
E01005701,"1,728"
E01005609,"2,594"
E01005611,"2,047"
E01005612,"2,199"
E01005613,"2,466"
E01005614,"2,487"
E01005615,"2,145"
E01005624,"1,732"
E01005680,"1,481"
E01005683,"1,609"
E01032919,"3,627"
E01005622,"1,451"
E01005623,"1,281"
E01005626,"1,254"
E01005628,"1,574"
E01005725,"1,399"
E01005726,"1,518"
E01005727,"1,437"
E01005728,"1,480"
E01005733,"1,315"
E01005631,"1,504"
E01005632,"2,275"
E01005633,"1,484"
E01005634,"1,544"
E01005635,"1,526"
E01005636,"1,572"
E01005637,"1,339"
E01005629,"1,315"
E01005630,"1,516"
E01005719,"2,136"
E01005720,"2,775"
E01005722,"1,785"
E01005723,"1,542"
E01005724,"1,471"
E01005610,"1,206"
E01032684,"1,486"
E01032687,"1,718"
E01032906,"1,535"
E01032907,"1,298"
E01032909,"1,557"
E01032911,"1,580"
E01033330,"1,509"
E01005654,"1,782"
E01005656,"1,454"
E01005657,"1,595"
E01005721,"1,518"
E01005655,"1,706"
E01005658,"1,153"
E01005681,"1,622"
E01005682,"1,557"
E01005729,"1,407"
E01005730,"1,713"
E01005731,"1,627"
E01005732,"1,179"
E01005599,"1,523"
E01005600,"1,486"
E01005601,"1,543"
E01005602,"1,477"
E01005603,"1,585"
E01005604,"1,596"
E01005605,"1,426"
E01005638,"1,627"
E01005667,"1,965"
E01032685,"2,125"
E01032686,"1,969"
E01032912,"1,697"
E01032914,"1,820"
E01032915,"1,670"
E01032917,"1,398"
E01005639,"1,590"
E01005640,"1,421"
E01005641,"1,444"
E01005642,"1,248"
E01005643,"1,370"
E01005644,"1,589"
E01005645,"1,383"
E01005616,"1,458"
E01005617,"1,540"
E01005618,"1,925"
E01005619,"1,311"
E01005620,"2,553"
E01005621,"1,718"
E08000007,"288,733"
E01005886,"1,449"
E01005888,"1,513"
E01005889,"1,466"
E01005891,"1,267"
E01005894,"1,375"
E01005887,"1,599"
E01005890,"1,541"
E01005893,"1,718"
E01005896,"1,690"
E01005919,"1,590"
E01005862,"1,553"
E01005892,"1,303"
E01005895,"1,134"
E01005920,"1,570"
E01005921,"1,457"
E01005922,"1,377"
E01005753,"1,812"
E01005754,"1,863"
E01005755,"1,712"
E01005756,"1,720"
E01005745,"1,455"
E01005746,"1,411"
E01005747,"1,468"
E01005748,"1,577"
E01005863,"1,802"
E01005864,"1,573"
E01005866,"1,702"
E01005869,"1,546"
E01005914,"1,428"
E01005915,"1,489"
E01005916,"1,633"
E01005917,"1,649"
E01005859,"1,468"
E01005865,"1,559"
E01005867,"1,455"
E01005868,"1,531"
E01005743,"1,372"
E01005744,"1,427"
E01005749,"1,679"
E01005750,"1,693"
E01005751,"1,277"
E01005897,"1,605"
E01005898,"1,670"
E01005900,"1,510"
E01005903,"1,402"
E01005904,"1,496"
E01005853,"1,676"
E01005856,"1,634"
E01005860,"1,537"
E01005861,"1,532"
E01005752,"1,464"
E01005899,"1,623"
E01005901,"1,363"
E01005902,"1,604"
E01005905,"1,420"
E01005852,"1,538"
E01005854,"1,745"
E01005855,"1,588"
E01005857,"1,544"
E01005858,"1,613"
E01005757,"1,652"
E01005758,"2,030"
E01005766,"1,451"
E01005918,"1,647"
E01005870,"1,422"
E01005871,"1,327"
E01005873,"1,457"
E01005875,"1,597"
E01005764,"1,765"
E01005816,"1,669"
E01005817,"1,314"
E01005822,"1,606"
E01005880,"1,493"
E01005881,"1,259"
E01005883,"1,516"
E01005908,"1,585"
E01005765,"1,422"
E01005818,"1,487"
E01005819,"1,604"
E01005820,"1,528"
E01005821,"1,476"
E01005823,"1,641"
E01005825,"1,569"
E01005872,"1,766"
E01005874,"1,768"
E01005876,"1,470"
E01005877,"1,439"
E01005878,"1,640"
E01005879,"1,283"
E01005882,"1,372"
E01005884,"1,470"
E01005885,"1,420"
E01005832,"1,473"
E01005833,"1,060"
E01005835,"1,417"
E01005837,"1,618"
E01005843,"1,484"
E01005769,"1,370"
E01005778,"1,468"
E01005779,"1,440"
E01005780,"1,503"
E01005781,"1,667"
E01005759,"1,666"
E01005760,"1,907"
E01005797,"1,418"
E01005800,"1,642"
E01005804,"1,252"
E01005824,"1,471"
E01005826,"1,573"
E01005827,"1,492"
E01005828,"1,309"
E01005829,"1,242"
E01005768,"1,674"
E01005770,"1,503"
E01005771,"1,395"
E01005775,"1,611"
E01005761,"1,443"
E01005762,"1,655"
E01005763,"1,773"
E01005799,"1,937"
E01005798,"1,648"
E01005801,"1,491"
E01005802,"1,551"
E01005803,"1,487"
E01005830,"1,549"
E01005831,"1,688"
E01005767,"1,490"
E01005772,"1,474"
E01005773,"1,527"
E01005774,"1,458"
E01005776,"1,608"
E01005909,"1,569"
E01005910,"1,587"
E01005911,"1,310"
E01005912,"1,428"
E01005782,"1,207"
E01005783,"1,508"
E01005784,"1,478"
E01005785,"1,629"
E01005786,"1,583"
E01005834,"1,531"
E01005836,"1,863"
E01005838,"1,842"
E01005840,"1,597"
E01005927,"1,367"
E01005928,"1,606"
E01005929,"1,415"
E01005930,"1,596"
E01005806,"1,221"
E01005813,"1,450"
E01005814,"1,375"
E01005815,"1,491"
E01005777,"1,579"
E01005787,"1,238"
E01005788,"1,553"
E01005790,"1,252"
E01005805,"1,590"
E01005807,"1,562"
E01005839,"1,258"
E01005841,"1,555"
E01005844,"1,512"
E01005845,"1,677"
E01005849,"1,603"
E01005851,"1,641"
E01005808,"1,388"
E01005809,"1,235"
E01005810,"1,588"
E01005811,"1,373"
E01005812,"1,272"
E01005842,"1,622"
E01005906,"1,386"
E01005907,"1,301"
E01005913,"1,484"
E01005789,"1,614"
E01005791,"1,581"
E01005793,"1,541"
E01005795,"1,329"
E01005796,"1,262"
E01005846,"1,695"
E01005847,"1,625"
E01005848,"1,906"
E01005850,"1,761"
E01005792,"1,465"
E01005794,"1,293"
E01005923,"1,512"
E01005931,"1,451"
E01005924,"1,309"
E01005925,"1,406"
E01005926,"1,281"
E01005932,"1,334"
E08000008,"221,692"
E01006053,"1,972"
E01006054,"1,620"
E01006055,"1,357"
E01006057,"1,514"
E01006058,"2,029"
E01006059,"1,405"
E01005938,"1,637"
E01005939,"1,321"
E01005940,"1,444"
E01005955,"1,659"
E01006056,"1,251"
E01006061,"2,432"
E01006062,"2,106"
E01006063,"1,441"
E01005936,"1,454"
E01005937,"1,559"
E01005945,"2,006"
E01005946,"1,640"
E01005947,"1,623"
E01005954,"1,551"
E01005956,"1,431"
E01005957,"1,493"
E01005958,"1,473"
E01005959,"1,681"
E01005933,"1,477"
E01005934,"1,463"
E01005935,"1,486"
E01005949,"1,608"
E01005960,"1,726"
E01005941,"1,801"
E01005942,"1,698"
E01005943,"1,794"
E01005944,"1,516"
E01006060,"1,389"
E01006064,"1,650"
E01006065,"1,350"
E01006066,"1,389"
E01006067,"1,777"
E01006068,"1,609"
E01006069,"1,701"
E01006073,"1,909"
E01005993,"1,383"
E01005995,"1,376"
E01005996,"1,896"
E01005997,"1,437"
E01006000,"1,553"
E01005994,"1,458"
E01005999,"1,942"
E01006002,"1,389"
E01006004,"1,531"
E01006005,"1,335"
E01006007,"1,517"
E01005998,"1,716"
E01006001,"1,526"
E01006003,"1,477"
E01006006,"1,407"
E01005948,"2,067"
E01005950,"2,083"
E01005951,"1,596"
E01005952,"2,257"
E01005953,"2,126"
E01005961,"2,008"
E01005962,"1,424"
E01005968,"1,414"
E01005969,"1,305"
E01006022,"1,678"
E01006023,"1,545"
E01006070,"1,380"
E01006071,"1,544"
E01006072,"1,644"
E01006009,"1,376"
E01006017,"1,404"
E01006018,"1,351"
E01006021,"1,343"
E01006008,"1,431"
E01006010,"1,389"
